total_length_cm,body_depth_cm,body_width_cm,head_length_cm,eye_diameter_mm,weight_gr,species
16.6,2.2,1.0,3.7,4.4,32.2,Hamsi
17.4,5.6,2.1,5.1,5.6,58.0,İzmarit
48.6,11.3,5.6,11.2,10.8,1491.3,Palamut
10.4,2.2,1.1,2.2,2.5,7.7,Sardalya
12.1,1.6,0.7,2.4,2.9,10.7,Hamsi
19.0,4.0,1.8,4.4,5.4,47.6,İstavrit
19.9,4.7,2.2,4.7,4.7,59.5,Lüfer
15.9,3.2,1.5,3.5,4.3,33.2,Sardalya
10.3,3.2,1.3,2.9,3.3,11.9,İzmarit
16.3,2.6,1.1,3.5,4.6,29.3,Hamsi
16.6,3.2,1.4,4.2,5.4,36.0,İstavrit
20.2,3.8,1.7,4.8,6.1,52.3,İstavrit
11.8,2.5,1.1,2.9,3.6,13.2,İstavrit
63.2,3.8,2.4,19.0,12.8,400.3,Zargana
18.4,4.0,1.8,4.3,5.8,50.4,İstavrit
21.6,4.0,1.5,5.5,6.3,77.6,Mezgit
16.8,3.2,1.5,3.7,4.3,34.7,Sardalya
14.8,3.1,1.5,3.1,3.7,24.8,Sardalya
22.2,4.8,2.1,5.5,7.2,95.3,İstavrit
8.2,1.5,0.6,2.2,2.5,4.6,Mezgit
15.5,2.1,1.0,3.7,4.7,22.5,Hamsi
44.7,10.2,4.0,10.5,10.4,789.7,Lüfer
8.3,1.3,0.6,1.7,2.3,3.5,Hamsi
18.8,4.4,2.1,4.8,4.5,61.9,Tekir
16.6,3.2,1.4,3.8,4.9,34.9,Sardalya
12.4,2.7,1.2,3.3,4.0,15.7,İstavrit
13.4,1.9,0.9,3.1,3.9,11.8,Hamsi
12.1,2.4,1.0,2.9,3.7,13.9,İstavrit
6.4,1.0,0.4,1.3,1.7,1.5,Hamsi
13.6,1.9,0.9,2.8,3.1,16.7,Hamsi
11.4,3.3,1.3,2.8,3.3,14.7,İzmarit
16.3,4.3,1.5,4.5,4.7,43.7,İzmarit
7.6,1.4,0.6,1.8,1.9,3.5,İstavrit
13.8,2.0,0.9,2.9,3.2,15.7,Hamsi
16.9,3.5,1.6,3.5,4.1,35.3,Sardalya
8.2,1.1,0.6,1.7,2.1,3.0,Hamsi
16.3,3.4,1.6,3.5,4.7,32.1,Sardalya
26.9,5.0,2.2,6.6,7.5,156.3,Mezgit
8.0,1.2,0.6,1.9,2.4,3.3,Hamsi
18.3,3.8,1.5,4.3,5.2,48.2,İstavrit
46.2,10.0,5.0,10.8,9.3,1308.4,Palamut
6.6,1.7,0.8,1.6,1.7,2.1,Tekir
11.3,2.1,0.9,3.0,3.8,10.7,Mezgit
19.7,3.7,1.6,4.9,6.0,48.4,Mezgit
13.5,3.1,1.3,3.7,3.4,22.2,Tekir
29.9,26.4,3.0,7.7,4.3,546.9,Kalkan
15.1,2.1,0.9,3.5,4.5,20.4,Hamsi
7.9,1.7,0.7,1.9,2.4,3.6,İstavrit
11.9,2.1,0.9,3.1,3.7,15.5,İstavrit
19.6,3.5,1.5,4.3,5.6,62.4,Sardalya
11.4,2.2,1.0,2.9,3.7,12.3,İstavrit
21.6,5.4,2.6,5.6,5.5,96.6,Tekir
14.4,2.4,1.1,3.0,3.2,20.1,Hamsi
7.9,1.0,0.4,1.7,2.1,2.9,Hamsi
15.7,3.1,1.3,3.5,4.3,30.2,Sardalya
21.4,4.7,2.3,5.4,5.6,108.3,Tekir
23.0,5.0,2.3,5.8,7.3,106.5,İstavrit
31.3,7.4,3.2,7.4,7.2,242.3,Lüfer
7.9,1.7,0.7,2.0,2.6,3.2,Sardalya
14.5,2.8,1.2,3.4,4.0,23.7,Sardalya
62.0,49.8,5.3,15.9,9.3,5158.4,Kalkan
21.1,3.6,1.6,5.2,6.8,64.0,Mezgit
20.0,3.6,1.6,4.8,6.0,57.3,Mezgit
11.7,1.7,0.8,2.3,2.9,10.3,Hamsi
7.5,1.6,0.7,1.7,2.1,2.5,Sardalya
14.4,2.0,0.9,3.2,3.0,21.4,Hamsi
12.0,2.4,0.9,2.9,3.6,15.0,İstavrit
14.3,2.2,1.0,2.9,3.4,16.0,Hamsi
13.3,2.6,1.1,3.1,4.2,22.4,İstavrit
15.6,2.2,1.0,3.4,3.8,25.4,Hamsi
14.8,2.7,1.3,3.2,3.9,22.3,Sardalya
7.7,1.1,0.5,1.7,2.0,2.7,Hamsi
5.6,0.8,0.4,1.3,1.6,1.0,Hamsi
7.4,1.2,0.5,1.6,2.1,2.6,Hamsi
19.1,3.6,1.7,4.2,5.1,58.2,Sardalya
18.5,3.8,1.6,4.5,6.3,50.2,İstavrit
11.8,2.3,0.8,3.0,3.4,11.8,Mezgit
20.2,3.9,1.6,5.2,6.7,58.8,Mezgit
12.7,3.0,1.3,3.2,3.8,16.1,İstavrit
18.0,3.7,1.6,4.5,6.0,47.6,İstavrit
30.0,7.2,3.7,6.6,6.4,391.4,Palamut
16.1,2.3,1.0,3.4,4.0,27.2,Hamsi
6.5,1.9,0.6,1.7,1.9,2.9,İzmarit
7.3,1.4,0.6,1.7,2.0,3.0,Sardalya
16.3,3.1,1.4,4.1,5.0,30.7,Sardalya
8.4,2.0,1.0,2.1,2.2,5.4,Tekir
12.4,2.7,1.2,2.9,3.6,17.9,İstavrit
8.6,1.8,0.8,2.2,2.6,5.8,İstavrit
26.0,4.1,1.7,6.6,8.3,109.2,Mezgit
15.0,2.5,1.1,3.1,3.1,21.6,Hamsi
29.3,7.2,3.1,7.0,7.3,203.6,Lüfer
12.4,1.7,0.7,2.8,3.3,10.4,Hamsi
27.2,6.8,3.9,6.2,6.2,248.1,Palamut
12.3,2.3,1.0,3.2,3.6,15.7,Mezgit
17.9,4.6,2.2,5.0,5.2,55.7,Tekir
12.8,2.0,1.0,3.0,3.5,12.7,Hamsi
12.3,2.3,1.0,3.0,3.8,14.2,Mezgit
12.3,1.8,0.9,2.7,2.8,10.8,Hamsi
14.5,2.0,0.9,3.1,3.9,18.8,Hamsi
8.3,1.2,0.5,1.7,2.0,3.6,Hamsi
20.7,4.3,2.0,5.6,7.6,77.5,İstavrit
14.9,2.1,1.0,3.4,4.0,21.3,Hamsi
7.4,1.6,0.7,1.8,2.1,2.9,İstavrit
15.8,2.9,1.3,3.6,4.0,25.4,Sardalya
26.6,5.4,2.3,7.1,7.0,148.9,Lüfer
52.9,12.8,7.3,12.0,13.0,1661.4,Palamut
12.6,1.9,0.8,2.7,3.4,10.9,Hamsi
17.8,4.8,1.7,5.0,5.7,61.7,İzmarit
8.8,1.4,0.5,1.9,2.0,4.1,Hamsi
32.3,8.0,3.5,7.9,8.6,270.3,Lüfer
18.8,3.8,1.6,4.6,5.6,48.8,Sardalya
11.8,2.7,1.2,2.8,3.5,13.0,İstavrit
5.8,0.8,0.4,1.3,1.5,1.0,Hamsi
8.8,1.2,0.6,1.7,2.0,4.0,Hamsi
51.0,2.3,1.4,15.5,12.5,193.2,Zargana
11.9,1.7,0.7,2.5,2.6,10.7,Hamsi
12.5,2.7,1.1,3.1,3.9,18.7,İstavrit
12.2,1.7,0.8,2.6,2.9,10.5,Hamsi
28.3,5.5,2.2,6.9,7.7,172.6,Mezgit
19.6,4.4,1.9,4.7,6.8,64.6,İstavrit
18.7,4.1,1.8,4.5,6.0,53.7,İstavrit
51.2,2.3,1.3,15.1,10.3,204.1,Zargana
14.3,2.0,1.0,3.1,3.5,17.8,Hamsi
14.9,2.1,0.9,3.1,3.4,21.5,Hamsi
8.9,1.8,0.9,2.0,2.4,5.4,Sardalya
16.7,3.3,1.5,3.8,4.6,36.7,Sardalya
13.2,2.6,1.3,2.8,3.9,13.4,Sardalya
14.9,3.0,1.3,4.3,5.4,19.3,Mezgit
17.2,4.8,1.6,4.4,4.7,52.5,İzmarit
6.7,1.7,0.8,1.7,1.9,2.9,Tekir
14.6,2.8,1.2,3.2,3.6,24.5,Sardalya
9.4,1.7,0.8,1.9,2.3,6.4,Sardalya
22.1,4.6,2.1,5.5,7.1,85.1,İstavrit
13.5,1.9,0.8,2.6,3.2,14.7,Hamsi
6.7,1.0,0.4,1.5,1.6,1.7,Hamsi
20.2,4.6,2.0,4.7,6.3,61.7,İstavrit
7.9,1.5,0.7,1.8,2.6,4.2,İstavrit
16.0,3.2,1.5,4.3,5.5,31.2,İstavrit
42.1,11.0,5.7,9.3,9.6,852.7,Palamut
46.6,2.5,1.5,13.5,10.1,159.2,Zargana
13.5,2.0,0.9,2.6,3.0,16.6,Hamsi
21.4,4.3,1.8,5.6,7.1,78.6,Mezgit
15.6,4.8,1.8,4.4,5.0,40.1,İzmarit
31.2,6.2,2.4,8.3,9.8,220.2,Mezgit
12.5,2.7,1.1,3.2,3.6,14.4,İstavrit
13.1,2.1,1.0,3.0,3.3,13.8,Hamsi
15.2,12.7,1.5,3.8,2.5,63.1,Kalkan
31.4,7.8,3.5,7.9,7.7,225.4,Lüfer
8.9,1.4,0.6,1.9,2.4,3.7,Hamsi
17.3,3.9,1.8,4.7,5.3,54.3,Tekir
24.0,4.2,1.7,6.5,8.0,100.5,Mezgit
15.6,2.7,1.1,4.0,5.1,30.5,Mezgit
58.4,14.0,7.6,12.3,11.5,2399.8,Palamut
19.0,3.8,1.8,4.5,5.2,61.6,Sardalya
15.9,3.0,1.2,3.5,4.1,28.0,Sardalya
14.7,2.1,0.8,3.3,3.9,20.3,Hamsi
13.0,2.0,1.0,2.8,3.5,14.0,Hamsi
19.5,4.2,1.8,5.0,6.0,54.3,İstavrit
25.9,5.6,3.0,5.6,4.9,243.9,Palamut
10.9,2.1,0.8,3.0,3.2,9.5,Mezgit
42.8,10.3,5.6,10.2,9.4,1110.9,Palamut
10.9,3.0,1.1,3.1,3.7,13.8,İzmarit
15.6,2.4,1.0,3.2,3.6,23.9,Hamsi
17.1,3.6,1.6,3.7,4.0,36.2,Sardalya
6.3,1.0,0.4,1.5,2.0,1.2,Hamsi
17.5,5.4,2.1,5.1,6.0,52.0,İzmarit
5.6,0.9,0.4,1.1,1.2,1.0,Hamsi
45.2,10.7,5.9,10.1,10.0,1202.4,Palamut
54.0,2.4,1.7,18.1,15.1,231.5,Zargana
12.5,2.6,1.0,3.1,4.1,16.6,İstavrit
15.6,2.8,1.3,3.4,3.5,22.4,Hamsi
11.2,2.2,1.0,2.8,3.3,11.9,İstavrit
11.9,1.5,0.8,2.5,3.0,10.6,Hamsi
63.0,3.3,2.0,18.3,14.4,393.7,Zargana
8.5,1.2,0.6,1.9,2.0,3.7,Hamsi
48.2,11.7,6.4,10.7,11.7,1278.4,Palamut
20.7,4.7,2.1,4.9,5.8,73.0,İstavrit
10.4,2.4,1.0,2.5,3.4,9.3,İstavrit
9.4,2.0,0.9,1.9,2.1,6.0,Sardalya
7.6,1.3,0.6,1.7,1.8,2.2,Hamsi
6.0,0.9,0.4,1.3,1.6,1.1,Hamsi
26.8,1.2,0.8,7.7,5.6,26.9,Zargana
24.2,4.7,2.1,6.0,7.4,91.3,Mezgit
27.6,5.0,2.1,7.0,8.6,151.0,Mezgit
8.2,1.2,0.5,1.8,2.1,3.2,Hamsi
14.6,3.1,1.4,3.8,5.3,26.3,İstavrit
24.0,5.6,2.7,5.2,4.5,175.5,Palamut
13.5,2.6,1.0,2.9,2.8,18.0,Sardalya
20.2,4.1,1.7,4.8,5.7,62.0,İstavrit
15.1,2.2,0.9,3.2,3.9,24.7,Hamsi
13.7,3.0,1.4,2.8,3.5,20.7,Sardalya
49.5,11.2,5.9,10.9,9.7,1604.0,Palamut
36.4,8.2,3.6,8.7,9.1,316.4,Lüfer
44.6,10.9,6.4,10.6,9.8,1163.9,Palamut
19.2,4.0,1.7,4.8,5.1,57.7,İstavrit
8.1,1.7,0.7,2.1,2.7,4.5,İstavrit
10.1,1.8,0.8,2.2,2.7,8.1,Sardalya
13.4,1.8,0.9,2.7,2.9,15.4,Hamsi
13.0,2.7,1.2,3.0,4.1,19.0,İstavrit
19.1,5.3,2.6,5.0,5.8,69.0,Tekir
11.9,4.0,1.4,2.9,3.3,17.5,İzmarit
10.7,3.1,1.1,2.9,3.2,14.0,İzmarit
13.0,1.7,0.9,2.6,3.2,10.9,Hamsi
13.5,2.0,0.9,2.8,3.5,15.7,Hamsi
27.0,5.7,2.8,6.0,5.8,272.2,Palamut
52.9,13.5,7.2,12.4,12.2,2179.7,Palamut
48.6,10.8,5.7,11.3,10.7,1347.0,Palamut
19.6,4.8,2.0,5.3,6.5,79.1,Tekir
17.8,5.8,2.0,4.7,5.6,62.4,İzmarit
4.8,0.7,0.3,1.1,1.2,0.7,Hamsi
18.5,5.8,2.0,4.9,5.1,60.6,İzmarit
8.7,1.3,0.5,1.8,2.1,3.8,Hamsi
13.2,1.8,0.8,2.6,3.0,14.5,Hamsi
19.4,4.4,2.2,4.0,5.0,55.8,Sardalya
17.3,3.5,1.5,4.0,5.3,36.6,Sardalya
15.5,3.1,1.4,4.1,5.3,31.0,İstavrit
19.3,3.9,1.7,4.4,5.5,62.7,İstavrit
17.6,4.1,1.7,4.4,4.8,42.2,İstavrit
8.1,1.2,0.5,1.4,1.8,2.9,Hamsi
8.4,1.2,0.5,1.6,1.7,3.7,Hamsi
15.5,3.2,1.4,4.0,4.5,33.6,İstavrit
13.7,2.1,1.0,2.9,3.4,15.8,Hamsi
13.8,1.9,0.9,3.0,3.7,14.8,Hamsi
8.7,1.4,0.6,1.9,2.0,3.4,Hamsi
8.3,1.1,0.5,1.7,1.9,3.1,Hamsi
19.1,3.7,1.6,4.3,5.0,49.2,Sardalya
18.0,4.3,2.0,4.4,4.7,55.4,Tekir
16.5,3.1,1.4,3.7,4.7,33.6,Sardalya
19.0,5.7,2.1,4.8,4.9,83.8,İzmarit
14.1,3.2,1.4,3.5,4.5,22.0,Sardalya
7.6,1.5,0.7,1.7,2.0,3.0,Sardalya
6.5,1.0,0.4,1.6,1.6,1.6,Hamsi
18.9,4.1,1.7,4.7,6.2,49.0,İstavrit
16.6,3.5,1.7,3.6,4.8,34.9,Sardalya
13.2,2.3,0.9,3.3,3.7,15.3,Mezgit
34.0,7.5,3.2,8.5,8.0,339.5,Lüfer
9.6,2.2,1.0,2.3,2.2,9.3,Tekir
15.6,2.2,1.0,3.4,4.0,25.2,Hamsi
22.3,4.3,1.7,6.1,6.9,80.3,Mezgit
21.3,4.3,2.0,4.8,5.6,84.0,İstavrit
21.1,4.7,2.2,5.5,7.5,66.1,İstavrit
17.4,3.8,1.8,3.9,4.4,37.9,Sardalya
13.0,2.9,1.3,3.2,4.0,15.3,İstavrit
13.3,1.9,1.0,3.1,3.5,13.6,Hamsi
13.7,2.1,1.0,2.9,3.4,15.0,Hamsi
17.5,3.0,1.4,4.4,6.0,43.1,İstavrit
9.4,2.1,0.9,2.3,2.9,6.9,İstavrit
19.8,6.1,2.3,5.2,5.7,86.4,İzmarit
15.5,3.4,1.7,3.8,4.8,28.6,İstavrit
12.4,2.3,1.0,3.1,4.3,14.2,İstavrit
10.4,2.4,1.1,2.6,3.0,8.2,İstavrit
16.9,2.9,1.3,3.6,4.4,39.4,Sardalya
11.0,2.1,0.9,2.7,3.2,11.2,İstavrit
8.0,1.0,0.5,1.6,1.9,3.1,Hamsi
12.8,1.8,0.8,2.6,2.9,11.2,Hamsi
7.6,1.5,0.7,1.8,2.6,3.1,Mezgit
18.9,4.0,1.7,4.8,6.1,56.6,İstavrit
20.0,4.0,1.6,5.1,5.9,46.9,Mezgit
15.2,2.1,1.0,3.1,3.8,25.3,Hamsi
10.2,1.9,0.8,2.6,3.5,8.0,Mezgit
8.1,1.2,0.5,1.8,2.1,3.5,Hamsi
22.2,4.9,2.2,5.5,5.6,89.9,İstavrit
11.7,2.5,1.0,3.1,3.6,11.3,Mezgit
18.4,4.5,2.4,4.0,4.2,79.0,Palamut
27.1,1.3,0.7,8.3,6.1,25.5,Zargana
19.4,4.6,2.1,4.6,5.7,54.3,İstavrit
13.1,1.9,0.9,2.8,3.3,12.9,Hamsi
15.6,2.3,1.1,3.4,3.7,23.7,Hamsi
49.0,11.3,6.4,10.4,10.2,1639.6,Palamut
15.3,2.4,1.0,3.2,3.4,23.1,Hamsi
20.3,4.0,1.8,4.4,4.6,65.0,Sardalya
18.3,3.7,1.8,4.5,4.8,45.6,İstavrit
9.1,1.7,0.7,2.0,2.3,5.1,Sardalya
11.9,1.9,0.8,3.0,4.0,12.2,Mezgit
12.6,1.7,0.8,2.8,3.4,12.6,Hamsi
9.8,1.4,0.6,2.4,2.6,5.5,Hamsi
10.0,2.3,1.1,2.3,2.2,11.0,Tekir
13.1,3.1,1.2,3.0,2.9,14.6,Lüfer
37.8,8.1,4.2,8.5,8.4,629.5,Palamut
18.7,3.9,1.7,4.5,5.6,58.3,İstavrit
14.2,2.8,1.2,3.5,4.2,20.6,Sardalya
12.4,1.6,0.8,2.7,3.2,12.2,Hamsi
22.0,4.6,2.0,5.3,6.5,88.5,İstavrit
19.6,4.1,1.8,4.9,6.6,52.0,İstavrit
20.2,4.2,1.8,4.8,6.5,70.6,İstavrit
11.1,1.6,0.7,2.3,2.6,8.5,Hamsi
11.0,1.9,0.7,2.9,3.7,10.3,Mezgit
10.1,2.0,0.9,2.2,2.5,7.0,Sardalya
18.4,3.7,1.6,4.9,6.0,51.9,İstavrit
18.3,3.5,1.4,4.7,5.7,48.3,İstavrit
61.4,47.1,5.5,15.6,9.5,5154.0,Kalkan
64.7,3.2,1.8,18.4,13.4,399.2,Zargana
12.1,2.1,1.0,3.3,3.9,14.0,Mezgit
8.0,1.3,0.5,1.7,2.4,3.1,Hamsi
20.3,4.4,2.1,5.1,5.4,80.1,Tekir
8.1,1.1,0.5,1.9,2.4,3.1,Hamsi
17.3,3.4,1.6,3.9,4.7,34.3,Sardalya
24.3,4.3,1.8,6.6,8.9,123.6,Mezgit
17.4,3.6,1.6,4.3,4.8,47.0,Sardalya
17.2,3.6,1.5,3.9,5.1,38.6,Sardalya
20.8,4.3,2.1,4.8,6.0,73.5,Sardalya
10.3,2.2,1.0,2.4,2.8,6.8,Sardalya
10.2,2.1,0.9,2.5,3.4,7.8,Sardalya
17.0,3.4,1.6,3.7,4.7,39.3,Sardalya
16.5,3.6,1.6,3.7,4.5,30.3,Sardalya
17.4,3.6,1.8,4.3,5.7,45.7,İstavrit
13.5,1.9,0.7,2.8,3.4,14.9,Hamsi
27.6,5.3,2.2,7.4,8.9,154.0,Mezgit
16.2,3.3,1.4,4.0,5.6,32.3,İstavrit
13.4,2.0,0.8,2.9,3.3,14.0,Hamsi
19.6,4.3,2.0,4.8,5.7,63.7,İstavrit
17.2,3.4,1.4,3.9,4.9,42.8,İstavrit
25.0,4.6,2.0,6.4,7.8,113.7,Mezgit
10.8,2.0,0.8,2.7,3.1,10.0,Mezgit
27.1,4.8,1.9,7.7,8.5,143.3,Mezgit
17.3,3.6,1.6,4.4,4.2,38.9,Lüfer
20.6,4.3,2.0,4.9,5.5,66.3,İstavrit
56.4,2.7,1.6,16.2,12.5,266.0,Zargana
57.3,46.8,5.1,16.4,9.8,4062.7,Kalkan
51.1,12.1,6.6,11.2,10.6,1585.3,Palamut
18.6,5.5,1.9,4.8,5.9,69.6,İzmarit
19.4,3.5,1.8,4.3,5.1,60.2,Sardalya
38.0,9.4,4.6,8.4,7.8,707.2,Palamut
8.3,1.2,0.5,1.8,2.3,3.3,Hamsi
26.6,5.2,2.2,7.1,8.3,134.8,Mezgit
14.5,2.9,1.3,3.3,4.4,25.5,Sardalya
8.7,1.2,0.4,2.0,2.2,3.6,Hamsi
13.0,1.7,0.7,2.8,3.4,14.1,Hamsi
18.9,4.2,1.8,4.4,5.5,51.4,İstavrit
6.6,1.3,0.6,1.5,1.8,2.0,Sardalya
20.6,6.1,2.2,5.8,5.7,103.9,İzmarit
15.8,3.2,1.5,3.7,4.6,33.2,Sardalya
8.0,1.2,0.6,1.9,2.3,2.7,Hamsi
10.6,1.4,0.6,2.2,2.5,7.3,Hamsi
21.8,4.5,2.1,5.1,7.0,89.1,İstavrit
27.6,22.1,2.5,7.3,4.4,393.9,Kalkan
14.5,2.1,0.9,3.2,3.4,17.6,Hamsi
42.8,1.8,1.1,13.7,10.6,119.9,Zargana
8.7,1.3,0.6,1.8,2.3,3.8,Hamsi
12.1,2.0,0.8,3.1,3.9,12.8,Mezgit
13.6,1.9,0.8,2.7,3.3,13.9,Hamsi
15.6,4.8,1.6,4.3,4.9,45.0,İzmarit
16.5,3.2,1.4,3.9,4.9,33.3,Sardalya
43.0,10.2,5.1,10.2,9.4,1093.4,Palamut
19.9,4.9,2.2,4.6,4.2,87.1,Tekir
9.4,1.9,0.8,2.1,2.8,6.2,Sardalya
40.0,8.5,4.2,8.3,7.4,893.3,Palamut
5.0,0.7,0.3,1.1,1.3,0.7,Hamsi
16.4,5.8,1.9,4.4,4.7,45.2,İzmarit
10.2,1.5,0.7,2.2,2.7,5.8,Hamsi
17.6,3.5,1.4,4.1,6.2,39.1,İstavrit
5.7,0.8,0.4,1.2,1.2,1.0,Hamsi
31.2,7.1,3.6,6.7,5.4,387.5,Palamut
30.1,7.3,3.8,7.0,6.6,292.2,Palamut
19.4,4.1,1.6,4.5,6.3,54.7,İstavrit
14.3,2.1,0.8,2.8,3.6,17.0,Hamsi
9.6,2.6,1.2,2.3,2.2,7.6,Tekir
7.1,2.2,0.7,1.8,2.0,3.5,İzmarit
16.3,2.5,1.1,3.4,3.6,22.7,Hamsi
14.8,2.3,1.0,3.1,3.7,19.1,Hamsi
29.7,7.2,3.0,7.4,7.0,198.4,Lüfer
16.0,3.4,1.4,3.7,4.1,30.4,Sardalya
8.6,1.3,0.5,1.9,2.2,3.5,Hamsi
12.6,2.8,1.2,3.0,3.7,18.9,İstavrit
19.2,4.4,2.3,4.3,3.6,84.4,Palamut
28.7,20.9,2.3,8.7,5.9,433.1,Kalkan
29.0,6.5,2.7,7.3,6.9,189.1,Lüfer
12.8,2.0,0.9,2.9,3.5,12.2,Hamsi
12.0,2.1,0.9,2.8,3.7,15.4,İstavrit
8.2,1.6,0.7,2.0,2.4,3.6,İstavrit
17.2,3.4,1.4,3.9,4.9,43.1,Sardalya
34.9,7.8,3.4,8.2,9.5,338.1,Lüfer
11.6,1.7,0.7,2.5,3.0,8.7,Hamsi
15.1,3.1,1.4,3.5,4.5,23.8,Sardalya
10.1,2.2,1.0,2.5,3.5,8.9,İstavrit
15.5,2.3,1.2,3.3,3.8,23.3,Hamsi
18.7,5.8,1.9,5.2,6.3,72.6,İzmarit
19.8,4.5,2.0,4.6,5.3,86.1,Tekir
19.2,4.8,2.2,4.6,4.7,64.4,Tekir
10.1,2.0,1.0,2.3,2.4,7.8,Sardalya
15.3,2.1,0.8,3.2,3.8,21.9,Hamsi
17.1,3.0,1.3,3.9,4.8,38.1,Sardalya
46.5,10.0,4.9,11.5,9.7,1254.1,Palamut
12.6,4.3,1.4,3.5,3.6,21.6,İzmarit
10.7,2.4,1.1,2.6,2.7,8.2,Lüfer
9.8,2.1,0.9,2.2,2.6,7.1,Sardalya
64.6,53.9,6.9,16.3,9.7,5789.5,Kalkan
11.8,1.8,0.8,2.3,2.8,9.0,Hamsi
11.1,1.5,0.7,2.4,3.2,7.6,Hamsi
8.6,2.9,1.0,2.3,2.6,6.6,İzmarit
21.6,4.4,1.8,5.7,7.5,69.1,Mezgit
35.2,8.1,3.8,9.1,8.2,332.9,Lüfer
8.0,1.3,0.6,1.9,2.2,2.8,Hamsi
17.5,3.3,1.4,4.2,5.0,43.6,İstavrit
16.0,3.3,1.4,3.5,4.2,32.3,Sardalya
8.1,1.1,0.5,1.7,2.1,3.1,Hamsi
55.3,13.0,6.5,13.1,13.3,2004.5,Palamut
9.6,1.9,0.9,2.3,2.7,7.0,Sardalya
7.9,1.2,0.6,1.6,1.9,3.0,Hamsi
13.8,1.8,0.7,3.2,3.1,17.2,Hamsi
6.4,1.1,0.5,1.5,2.1,1.7,Sardalya
6.9,1.4,0.7,1.4,1.7,2.4,Sardalya
13.2,1.8,0.7,3.1,4.1,14.9,Hamsi
29.4,6.8,3.0,7.1,7.5,216.0,Lüfer
8.3,1.2,0.5,1.9,1.9,3.5,Hamsi
19.9,4.4,2.6,4.5,3.8,100.9,Palamut
16.4,3.8,1.6,4.2,3.6,44.4,Tekir
18.9,3.7,1.6,4.2,4.6,55.6,Sardalya
26.1,6.1,3.2,5.9,5.5,257.9,Palamut
17.8,3.5,1.5,4.0,4.9,44.3,Sardalya
8.9,1.9,0.8,2.3,2.1,7.1,Tekir
18.2,3.7,1.6,4.5,5.4,51.8,İstavrit
25.3,4.9,1.9,6.6,8.2,127.4,Mezgit
23.9,4.5,2.1,6.4,6.8,97.9,Mezgit
12.9,1.8,0.7,2.7,3.4,13.7,Hamsi
11.2,3.4,1.2,2.8,3.2,13.3,İzmarit
10.0,2.1,0.8,2.5,3.5,7.9,Sardalya
17.2,3.3,1.4,4.3,5.1,48.8,İstavrit
22.1,5.5,2.3,5.2,5.1,122.1,Tekir
12.1,2.4,0.9,3.2,3.8,10.5,Mezgit
7.8,1.0,0.5,1.7,1.7,2.7,Hamsi
12.7,2.6,1.1,2.8,3.7,16.5,İstavrit
6.3,0.9,0.4,1.4,1.6,1.5,Hamsi
7.7,1.2,0.6,1.6,1.9,2.5,Hamsi
11.6,1.5,0.7,2.6,2.6,9.8,Hamsi
26.8,5.5,2.3,7.2,8.8,137.9,Mezgit
14.3,3.2,1.4,3.3,4.6,19.1,İstavrit
18.7,3.9,1.7,4.6,5.7,53.5,İstavrit
9.5,2.1,0.9,2.1,2.7,6.2,Sardalya
8.5,1.3,0.6,1.8,2.2,3.4,Hamsi
8.0,1.2,0.5,1.8,1.8,3.2,Hamsi
13.8,2.0,0.9,3.1,3.6,15.4,Hamsi
14.3,2.0,0.8,3.1,3.9,17.0,Hamsi
17.2,3.4,1.6,3.9,5.4,39.5,İstavrit
10.7,2.3,1.0,2.5,3.1,8.9,Sardalya
8.1,1.3,0.6,1.8,2.0,2.9,Hamsi
8.1,1.2,0.5,1.7,2.1,3.1,Hamsi
15.7,2.6,1.2,3.3,3.7,23.8,Hamsi
14.4,2.2,0.8,3.1,3.7,18.5,Hamsi
22.8,4.5,1.9,5.1,6.5,97.4,İstavrit
18.6,3.9,1.7,4.8,5.8,58.9,İstavrit
11.3,1.6,0.7,2.5,2.5,8.9,Hamsi
14.0,2.1,0.9,2.9,2.9,16.6,Hamsi
16.3,3.9,1.8,3.9,4.3,44.1,Tekir
12.1,2.3,1.0,2.7,3.5,15.9,İstavrit
21.1,4.0,1.9,5.3,6.8,77.7,İstavrit
8.3,1.2,0.5,1.7,2.1,3.2,Hamsi
35.5,8.3,3.4,9.5,10.6,333.9,Lüfer
18.5,3.6,1.8,4.2,5.0,50.4,Sardalya
26.6,6.8,3.7,6.0,4.9,267.5,Palamut
22.0,4.0,1.6,5.9,6.9,82.6,Mezgit
20.2,4.0,2.0,4.7,5.9,74.4,İstavrit
20.0,4.2,2.0,4.9,6.7,65.0,İstavrit
8.4,1.2,0.5,1.9,2.4,4.0,Hamsi
26.7,7.0,3.6,5.9,5.5,244.4,Palamut
12.0,2.1,0.9,3.2,4.0,14.2,Mezgit
16.9,3.5,1.7,4.4,5.3,39.3,İstavrit
8.9,1.3,0.6,1.9,2.2,4.5,Hamsi
11.8,2.5,1.0,3.1,3.7,12.3,Mezgit
26.0,6.6,2.7,6.0,6.8,164.1,Tekir
10.2,2.1,1.0,2.2,2.5,6.9,Sardalya
15.1,2.5,1.1,3.3,3.9,20.2,Hamsi
6.0,0.8,0.3,1.3,1.4,1.1,Hamsi
49.9,2.7,1.6,14.5,11.2,169.1,Zargana
20.0,3.9,1.7,4.9,6.2,71.8,İstavrit
29.7,7.3,3.9,6.7,6.7,351.6,Palamut
